core,instance,mode,time,core_value,vir_mem_value,phy_mem_value,data_net_bytes_total,
"0,0",localhost:9182,idle,1704716354,3.30754868,6300884992,1190080512,461.5230728,TRUE
"0,1",localhost:9182,idle,1704716354,0.598492931,6300884992,1190080512,461.5230728,FALSE
"0,2",localhost:9182,idle,1704716354,3.411743132,6300884992,1190080512,461.5230728,TRUE
"0,3",localhost:9182,idle,1704716354,0.598492931,6300884992,1190080512,461.5230728,FALSE
"0,4",localhost:9182,idle,1704716354,2.578187517,6300884992,1190080512,461.5230728,TRUE
"0,5",localhost:9182,idle,1704716354,2.369798613,6300884992,1190080512,461.5230728,TRUE
"0,6",localhost:9182,idle,1704716354,2.78657642,6300884992,1190080512,461.5230728,TRUE
"0,7",localhost:9182,idle,1704716354,2.682381969,6300884992,1190080512,461.5230728,TRUE
"0,0",localhost:9182,idle,1704716417,1.829186954,6384123904,1295831040,2571.800173,TRUE
"0,1",localhost:9182,idle,1704716417,1.099679851,6384123904,1295831040,2571.800173,FALSE
"0,2",localhost:9182,idle,1704716417,2.141832855,6384123904,1295831040,2571.800173,TRUE
"0,3",localhost:9182,idle,1704716417,0.578603348,6384123904,1295831040,2571.800173,FALSE
"0,4",localhost:9182,idle,1704716417,1.724971653,6384123904,1295831040,2571.800173,TRUE
"0,5",localhost:9182,idle,1704716417,0.474388048,6384123904,1295831040,2571.800173,FALSE
"0,6",localhost:9182,idle,1704716417,1.724971653,6384123904,1295831040,2571.800173,TRUE
"0,7",localhost:9182,idle,1704716417,0.370172747,6384123904,1295831040,2571.800173,FALSE
"0,0",localhost:9182,idle,1704716479,0.664734106,6418120704,1177374720,910.3691857,FALSE
"0,1",localhost:9182,idle,1704716479,0.56060909,6418120704,1177374720,910.3691857,FALSE
"0,2",localhost:9182,idle,1704716479,3.788484606,6418120704,1177374720,910.3691857,TRUE
"0,3",localhost:9182,idle,1704716479,0.144109023,6418120704,1177374720,910.3691857,FALSE
"0,4",localhost:9182,idle,1704716479,1.081234173,6418120704,1177374720,910.3691857,FALSE
"0,5",localhost:9182,idle,1704716479,0.352359056,6418120704,1177374720,910.3691857,FALSE
"0,6",localhost:9182,idle,1704716479,1.081234173,6418120704,1177374720,910.3691857,FALSE
"0,7",localhost:9182,idle,1704716479,1.393609223,6418120704,1177374720,910.3691857,TRUE
"0,0",localhost:9182,idle,1704716541,3.937420902,6390059008,1104064512,2165.789649,TRUE
"0,1",localhost:9182,idle,1704716541,0.606973956,6390059008,1104064512,2165.789649,FALSE
"0,2",localhost:9182,idle,1704716541,3.625191501,6390059008,1104064512,2165.789649,TRUE
"0,3",localhost:9182,idle,1704716541,0.711050423,6390059008,1104064512,2165.789649,FALSE
"0,4",localhost:9182,idle,1704716541,2.688503297,6390059008,1104064512,2165.789649,TRUE
"0,5",localhost:9182,idle,1704716541,1.439585692,6390059008,1104064512,2165.789649,TRUE
"0,6",localhost:9182,idle,1704716541,1.855891561,6390059008,1104064512,2165.789649,TRUE
"0,7",localhost:9182,idle,1704716541,1.127356291,6390059008,1104064512,2165.789649,FALSE
"0,0",localhost:9182,idle,1704719158,4.100859656,6106816512,733384704,5396.041583,FALSE
"0,1",localhost:9182,idle,1704719158,1.705984273,6106816512,733384704,5396.041583,FALSE
"0,2",localhost:9182,idle,1704719158,4.725609756,6106816512,733384704,5396.041583,FALSE
"0,3",localhost:9182,idle,1704719158,1.705984273,6106816512,733384704,5396.041583,FALSE
"0,4",localhost:9182,idle,1704719158,3.996734639,6106816512,733384704,5396.041583,FALSE
"0,5",localhost:9182,idle,1704719158,1.601859256,6106816512,733384704,5396.041583,FALSE
"0,6",localhost:9182,idle,1704719158,2.330734373,6106816512,733384704,5396.041583,FALSE
"0,7",localhost:9182,idle,1704719158,1.914234306,6106816512,733384704,5396.041583,FALSE
"0,0",localhost:9182,idle,1704719193,0.957308538,6185590784,644153344,3384.256482,FALSE
"0,1",localhost:9182,idle,1704719193,0.749016863,6185590784,644153344,3384.256482,FALSE
"0,2",localhost:9182,idle,1704719193,1.790475238,6185590784,644153344,3384.256482,FALSE
"0,3",localhost:9182,idle,1704719193,0.749016863,6185590784,644153344,3384.256482,FALSE
"0,4",localhost:9182,idle,1704719193,0.644871026,6185590784,644153344,3384.256482,FALSE
"0,5",localhost:9182,idle,1704719193,0.853162701,6185590784,644153344,3384.256482,FALSE
"0,6",localhost:9182,idle,1704719193,1.686329401,6185590784,644153344,3384.256482,FALSE
"0,7",localhost:9182,idle,1704719193,1.373891888,6185590784,644153344,3384.256482,FALSE
"0,0",localhost:9182,idle,1704819971,1.145833333,4760453120,605949952,4592.2,FALSE
"0,1",localhost:9182,idle,1704819971,1.041666667,4760453120,605949952,4592.2,FALSE
"0,2",localhost:9182,idle,1704819971,8.75,4760453120,605949952,4592.2,FALSE
"0,3",localhost:9182,idle,1704819971,1.145833333,4760453120,605949952,4592.2,FALSE
"0,4",localhost:9182,idle,1704819971,4.895833333,4760453120,605949952,4592.2,FALSE
"0,5",localhost:9182,idle,1704819971,1.145833333,4760453120,605949952,4592.2,FALSE
"0,6",localhost:9182,idle,1704819971,3.125,4760453120,605949952,4592.2,FALSE
"0,7",localhost:9182,idle,1704819971,1.770833333,4760453120,605949952,4592.2,FALSE
"0,0",localhost:9182,idle,1704819988,4.498267013,4739756032,578420736,3176.498034,FALSE
"0,1",localhost:9182,idle,1704819988,1.790475238,4739756032,578420736,3176.498034,FALSE
"0,2",localhost:9182,idle,1704819988,9.601413051,4739756032,578420736,3176.498034,FALSE
"0,3",localhost:9182,idle,1704819988,2.727787776,4739756032,578420736,3176.498034,FALSE
"0,4",localhost:9182,idle,1704819988,9.809704726,4739756032,578420736,3176.498034,FALSE
"0,5",localhost:9182,idle,1704819988,6.164600413,4739756032,578420736,3176.498034,FALSE
"0,6",localhost:9182,idle,1704819988,6.477037926,4739756032,578420736,3176.498034,FALSE
"0,7",localhost:9182,idle,1704819988,5.123142038,4739756032,578420736,3176.498034,FALSE
"0,0",localhost:9182,idle,1704820006,5.845887215,4746391552,511897600,3558.992134,FALSE
"0,1",localhost:9182,idle,1704820006,1.054859352,4746391552,511897600,3558.992134,FALSE
"0,2",localhost:9182,idle,1704820006,3.971137182,4746391552,511897600,3558.992134,FALSE
"0,3",localhost:9182,idle,1704820006,1.263164911,4746391552,511897600,3558.992134,FALSE
"0,4",localhost:9182,idle,1704820006,6.679109452,4746391552,511897600,3558.992134,FALSE
"0,5",localhost:9182,idle,1704820006,5.325123317,4746391552,511897600,3558.992134,FALSE
"0,6",localhost:9182,idle,1704820006,7.720637248,4746391552,511897600,3558.992134,FALSE
"0,7",localhost:9182,idle,1704820006,6.366651113,4746391552,511897600,3558.992134,FALSE
"0,0",localhost:9182,idle,1704820023,6.072975675,4751208448,507076608,2993.402199,FALSE
"0,1",localhost:9182,idle,1704820023,1.803565478,4751208448,507076608,2993.402199,FALSE
"0,2",localhost:9182,idle,1704820023,7.426691103,4751208448,507076608,2993.402199,FALSE
"0,3",localhost:9182,idle,1704820023,1.074641786,4751208448,507076608,2993.402199,FALSE
"0,4",localhost:9182,idle,1704820023,3.261412862,4751208448,507076608,2993.402199,FALSE
"0,5",localhost:9182,idle,1704820023,1.907697434,4751208448,507076608,2993.402199,FALSE
"0,6",localhost:9182,idle,1704820023,8.051482839,4751208448,507076608,2993.402199,FALSE
"0,7",localhost:9182,idle,1704820023,2.740753082,4751208448,507076608,2993.402199,FALSE
"0,0",localhost:9182,idle,1704820041,2.9626109,4725198848,1082134528,3799.212861,TRUE
"0,1",localhost:9182,idle,1704820041,0.773797612,4725198848,1082134528,3799.212861,FALSE
"0,2",localhost:9182,idle,1704820041,7.548695884,4725198848,1082134528,3799.212861,TRUE
"0,3",localhost:9182,idle,1704820041,1.920318858,4725198848,1082134528,3799.212861,TRUE
"0,4",localhost:9182,idle,1704820041,2.858381696,4725198848,1082134528,3799.212861,TRUE
"0,5",localhost:9182,idle,1704820041,1.607631245,4725198848,1082134528,3799.212861,TRUE
"0,6",localhost:9182,idle,1704820041,4.630278167,4725198848,1082134528,3799.212861,TRUE
"0,7",localhost:9182,idle,1704820041,4.004902942,4725198848,1082134528,3799.212861,TRUE
"0,0",localhost:9182,idle,1704820076,1.516541052,4785930240,1084977152,2096.578403,TRUE
"0,1",localhost:9182,idle,1704820076,1.412325752,4785930240,1084977152,2096.578403,TRUE
"0,2",localhost:9182,idle,1704820076,3.496631761,4785930240,1084977152,2096.578403,TRUE
"0,3",localhost:9182,idle,1704820076,0.265957447,4785930240,1084977152,2096.578403,FALSE
"0,4",localhost:9182,idle,1704820076,4.434569466,4785930240,1084977152,2096.578403,TRUE
"0,5",localhost:9182,idle,1704820076,0.787033949,4785930240,1084977152,2096.578403,FALSE
"0,6",localhost:9182,idle,1704820076,1.308110452,4785930240,1084977152,2096.578403,TRUE
"0,7",localhost:9182,idle,1704820076,1.933402254,4785930240,1084977152,2096.578403,TRUE
"0,0",localhost:9182,idle,1704820093,4.081683663,4884074496,1110278144,5265.146971,TRUE
"0,1",localhost:9182,idle,1704820093,0.749016863,4884074496,1110278144,5265.146971,FALSE
"0,2",localhost:9182,idle,1704820093,6.060454576,4884074496,1110278144,5265.146971,TRUE
"0,3",localhost:9182,idle,1704820093,1.790475238,4884074496,1110278144,5265.146971,TRUE
"0,4",localhost:9182,idle,1704820093,3.769246151,4884074496,1110278144,5265.146971,TRUE
"0,5",localhost:9182,idle,1704820093,1.998766913,4884074496,1110278144,5265.146971,TRUE
"0,6",localhost:9182,idle,1704820093,3.665100313,4884074496,1110278144,5265.146971,TRUE
"0,7",localhost:9182,idle,1704820093,2.311204426,4884074496,1110278144,5265.146971,TRUE
"0,0",localhost:9182,idle,1704820111,1.236831578,4884135936,1065168896,1240.498733,TRUE
"0,1",localhost:9182,idle,1704820111,1.13265102,4884135936,1065168896,1240.498733,FALSE
"0,2",localhost:9182,idle,1704820111,5.195692759,4884135936,1065168896,1240.498733,TRUE
"0,3",localhost:9182,idle,1704820111,0.924289905,4884135936,1065168896,1240.498733,FALSE
"0,4",localhost:9182,idle,1704820111,2.903720496,4884135936,1065168896,1240.498733,TRUE
"0,5",localhost:9182,idle,1704820111,2.070276037,4884135936,1065168896,1240.498733,TRUE
"0,6",localhost:9182,idle,1704820111,1.966095479,4884135936,1065168896,1240.498733,TRUE
"0,7",localhost:9182,idle,1704820111,1.028470463,4884135936,1065168896,1240.498733,FALSE
"0,0",localhost:9182,idle,1704820128,0.658113962,4897615872,1047162880,2792.335888,FALSE
"0,1",localhost:9182,idle,1704820128,0.762245918,4897615872,1047162880,2792.335888,FALSE
"0,2",localhost:9182,idle,1704820128,4.927524159,4897615872,1047162880,2792.335888,TRUE
"0,3",localhost:9182,idle,1704820128,1.282905698,4897615872,1047162880,2792.335888,TRUE
"0,4",localhost:9182,idle,1704820128,1.595301566,4897615872,1047162880,2792.335888,TRUE
"0,5",localhost:9182,idle,1704820128,0.762245918,4897615872,1047162880,2792.335888,FALSE
"0,6",localhost:9182,idle,1704820128,1.282905698,4897615872,1047162880,2792.335888,TRUE
"0,7",localhost:9182,idle,1704820128,1.595301566,4897615872,1047162880,2792.335888,TRUE
"0,0",localhost:9182,idle,1704820198,1.276326313,4910198784,1044688896,2508.731005,TRUE
"0,1",localhost:9182,idle,1704820198,1.172187417,4910198784,1044688896,2508.731005,FALSE
"0,2",localhost:9182,idle,1704820198,4.817048787,4910198784,1044688896,2508.731005,TRUE
"0,3",localhost:9182,idle,1704820198,0.130798454,4910198784,1044688896,2508.731005,FALSE
"0,4",localhost:9182,idle,1704820198,4.192215409,4910198784,1044688896,2508.731005,TRUE
"0,5",localhost:9182,idle,1704820198,0.443215143,4910198784,1044688896,2508.731005,FALSE
"0,6",localhost:9182,idle,1704820198,1.172187417,4910198784,1044688896,2508.731005,FALSE
"0,7",localhost:9182,idle,1704820198,2.317715276,4910198784,1044688896,2508.731005,TRUE
"0,0",localhost:9182,idle,1704820233,0.618374558,4903264256,1076424704,2909.593973,FALSE
"0,1",localhost:9182,idle,1704820233,0.305853724,4903264256,1076424704,2909.593973,FALSE
"0,2",localhost:9182,idle,1704820233,3.431062071,4903264256,1076424704,2909.593973,TRUE
"0,3",localhost:9182,idle,1704820233,0.0975065,4903264256,1076424704,2909.593973,FALSE
"0,4",localhost:9182,idle,1704820233,2.70184679,4903264256,1076424704,2909.593973,TRUE
"0,5",localhost:9182,idle,1704820233,1.764284286,4903264256,1076424704,2909.593973,TRUE
"0,6",localhost:9182,idle,1704820233,0.514200947,4903264256,1076424704,2909.593973,FALSE
"0,7",localhost:9182,idle,1704820233,2.285152343,4903264256,1076424704,2909.593973,TRUE
"0,0",localhost:9182,idle,1704820285,0.532163352,4910710784,1064550400,3754.77112,FALSE
"0,1",localhost:9182,idle,1704820285,0.219371413,4910710784,1064550400,3754.77112,FALSE
"0,2",localhost:9182,idle,1704820285,2.304651008,4910710784,1064550400,3754.77112,TRUE
"0,3",localhost:9182,idle,1704820285,1.053483251,4910710784,1064550400,3754.77112,FALSE
"0,4",localhost:9182,idle,1704820285,1.679067129,4910710784,1064550400,3754.77112,TRUE
"0,5",localhost:9182,idle,1704820285,1.887595089,4910710784,1064550400,3754.77112,TRUE
"0,6",localhost:9182,idle,1704820285,2.930234886,4910710784,1064550400,3754.77112,TRUE
"0,7",localhost:9182,idle,1704820285,2.200387028,4910710784,1064550400,3754.77112,TRUE
"0,0",localhost:9182,idle,1704820303,1.172187417,4916408320,1067864064,2781.858171,FALSE
"0,1",localhost:9182,idle,1704820303,0.443215143,4916408320,1067864064,2781.858171,FALSE
"0,2",localhost:9182,idle,1704820303,4.608770994,4916408320,1067864064,2781.858171,TRUE
"0,3",localhost:9182,idle,1704820303,0.443215143,4916408320,1067864064,2781.858171,FALSE
"0,4",localhost:9182,idle,1704820303,3.463243135,4916408320,1067864064,2781.858171,TRUE
"0,5",localhost:9182,idle,1704820303,1.901159691,4916408320,1067864064,2781.858171,TRUE
"0,6",localhost:9182,idle,1704820303,3.04668755,4916408320,1067864064,2781.858171,TRUE
"0,7",localhost:9182,idle,1704820303,2.109437483,4916408320,1067864064,2781.858171,TRUE
"0,0",localhost:9182,idle,1704820320,0.352359056,4920086528,1067683840,3502.3324,FALSE
"0,1",localhost:9182,idle,1704820320,0.24823404,4920086528,1067683840,3502.3324,FALSE
"0,2",localhost:9182,idle,1704820320,4.309109689,4920086528,1067683840,3502.3324,TRUE
"0,3",localhost:9182,idle,1704820320,0.56060909,4920086528,1067683840,3502.3324,FALSE
"0,4",localhost:9182,idle,1704820320,3.05960949,4920086528,1067683840,3502.3324,TRUE
"0,5",localhost:9182,idle,1704820320,1.081234173,4920086528,1067683840,3502.3324,FALSE
"0,6",localhost:9182,idle,1704820320,1.393609223,4920086528,1067683840,3502.3324,TRUE
"0,7",localhost:9182,idle,1704820320,1.81010929,4920086528,1067683840,3502.3324,TRUE
"0,0",localhost:9182,idle,1704820338,1.46490234,4912226304,1158483968,5518.89874,TRUE
"0,1",localhost:9182,idle,1704820338,0.527464836,4912226304,1158483968,5518.89874,FALSE
"0,2",localhost:9182,idle,1704820338,3.756416239,4912226304,1158483968,5518.89874,TRUE
"0,3",localhost:9182,idle,1704820338,0.527464836,4912226304,1158483968,5518.89874,FALSE
"0,4",localhost:9182,idle,1704820338,3.339777348,4912226304,1158483968,5518.89874,TRUE
"0,5",localhost:9182,idle,1704820338,1.048263449,4912226304,1158483968,5518.89874,FALSE
"0,6",localhost:9182,idle,1704820338,2.194020399,4912226304,1158483968,5518.89874,TRUE
"0,7",localhost:9182,idle,1704820338,1.256582894,4912226304,1158483968,5518.89874,TRUE
"0,0",localhost:9182,idle,1704820355,0.878026816,4920250368,1155149824,3066.706691,FALSE
"0,1",localhost:9182,idle,1704820355,0.98225602,4920250368,1155149824,3066.706691,FALSE
"0,2",localhost:9182,idle,1704820355,2.858381696,4920250368,1155149824,3066.706691,TRUE
"0,3",localhost:9182,idle,1704820355,1.399172837,4920250368,1155149824,3066.706691,TRUE
"0,4",localhost:9182,idle,1704820355,3.587986125,4920250368,1155149824,3066.706691,TRUE
"0,5",localhost:9182,idle,1704820355,1.190714429,4920250368,1155149824,3066.706691,FALSE
"0,6",localhost:9182,idle,1704820355,1.71186045,4920250368,1155149824,3066.706691,TRUE
"0,7",localhost:9182,idle,1704820355,2.233006471,4920250368,1155149824,3066.706691,TRUE
